ax_min,ax_max,ax_int,ax_mean,vx,ay_min,ay_max,ay_int,ay_mean,vy,az_min,az_max,az_int,az_mean,vz,wx_min,wx_max,wx_int,wx_mean,wxf,wy_min,wy_max,wy_int,wy_mean,wyf,wz_min,wz_max,wz_int,wz_mean,wzf,a_int,w_int,make,left,right,short,long,file_name,suggestion
-1998,1537,-182019.9722222222,-235.56349206349208,4.003961220032318,-1998,1996,390210.1666666666,497.58730158730157,-0.1447399014511047,-1996,1998,213823.0972222222,274.7936507936508,4.533083676062056,-1630.4,545.2,-13427.27638888889,-15.860317460317457,9.107430506794433,-995.3,2165.6,16668.219444444447,20.15079365079365,5.204246003882533,-857.0,502.9,12518.881944444442,16.20396825396826,5.204246003882533,950163.276956703,135592.5667282965,1,0,0,0,0,1596172607a.csv,ns
-1998,1664,-14369.392857142859,-17.463414634146343,-1.511416633812849,-1307,1993,427427.4603174603,562.8780487804878,2.0175263403741996,-1996,1998,97623.0119047619,128.66666666666666,3.645227771094058,-350.6,2165.1,11428.143253968256,8.888617886178867,12.106299212598424,-451.2,1612.6,18293.55952380952,17.898373983739834,4.035433070866142,-926.1,1568.8,17621.258333333335,18.49918699186992,4.035433070866142,907666.563436225,129272.0903670604,1,0,0,0,0,1596172626a.csv,ns
-1998,1186,-250092.76388888888,-295.97058823529414,2.9573642358344934,-1103,1933,349439.5694444445,415.7867647058824,-0.371915757966376,-1996,1998,131555.51388888888,156.36029411764707,5.079503063771073,-533.7,2083.4,-2659.9194444444415,-1.8566176470588234,7.223668136187389,-2262.9,1439.6,-3327.562500000002,-2.225735294117646,2.40788937872913,-1052.9,1777.2,9698.136111111111,12.465441176470588,18.059170340468473,1011679.4811637282,141176.08051069675,1,0,0,0,0,1596172728a.csv,ns
-1998,1631,-171084.36111111107,-172.34228187919464,4.005837051756178,-1998,1996,438120.22222222213,459.7718120805369,-0.7729470809122823,-1996,1998,151607.10714285713,167.09395973154363,4.552010514660295,-481.3,513.0,-6087.778571428569,-6.098657718120803,7.7230655312847105,-628.7,1588.5,16842.203968253965,14.897986577181209,2.2065901517956314,-1206.4,392.6,1597.9884920634897,-1.069798657718119,8.826360607182526,1097165.3239111542,118462.13958689549,1,0,0,0,0,1596172748a.csv,ns
-1998,1591,-46611.98809523808,-54.1744966442953,-0.22840234391595526,-1998,1996,323635.4166666666,362.4161073825503,3.003676154257827,-1996,1998,106282.76984126982,102.48993288590604,2.5825345276536376,-1764.8,518.2,-23086.908730158728,-24.959731543624155,6.619770455386894,-2239.2,2172.5,15908.994841269838,8.171140939597318,4.413180303591263,-837.2,331.9,-2409.7190476190494,-2.954362416107386,25.375786745649762,1140691.670907296,152435.66113587058,1,0,0,0,0,1596172768a.csv,ns
-1998,1129,-99568.63888888889,-113.54861111111111,-0.3870153269389515,-1998,1415,298965.15277777775,333.40972222222223,2.874307362330552,-1996,1998,111932.33333333331,128.70833333333334,3.206213473564181,-1628.0,421.1,-18678.165277777778,-20.818750000000005,4.542371812059366,-2232.8,1892.4,9213.838888888893,12.364583333333341,2.271185906029683,-605.4,703.2,15438.076388888887,16.34305555555555,1.1355929530148414,1053165.8965903244,131266.8654594671,1,0,0,0,0,1596172842a.csv,ns
-1998,1779,-25292.25,-29.814814814814813,0.010539625508800065,-1998,1996,243705.15079365077,284.8666666666667,0.6017885491068531,-1996,1998,16255.60714285713,2.9851851851851854,1.5650247963422472,-315.9,1424.7,10455.592460317459,14.3637037037037,12.204382729442395,-322.1,1822.9,20210.029761904756,24.44592592592592,4.881753091776958,-829.0,399.9,4022.144047619048,7.191111111111108,4.881753091776958,991546.3095502977,112024.55976717341,0,0,0,1,0,1596172863a.csv,ns
-1998,1169,-117727.14682539682,-119.16339869281046,-1.9859989846181392,-1998,1996,306777.88492063485,331.12418300653593,1.2924185840361033,-1996,1998,106699.19047619047,111.14379084967321,3.241224928257833,-544.3,369.8,-8818.187301587297,-9.590196078431369,5.368421052631578,-2286.2,1863.0,-1244.3916666666669,1.0352941176470603,39.726315789473674,-582.6,489.1,9728.700396825398,10.732026143790849,4.294736842105262,1133884.8181764719,121933.80817919374,0,0,1,0,0,1596172923a.csv,ns
-1998,1107,-175159.05555555553,-198.24113475177305,-1.8396636084145388,-1998,1996,352296.26587301586,408.0,1.5066669738419491,-1996,1900,138134.53174603175,164.9787234042553,4.463273712846753,-455.0,432.5,-3592.000000000005,-1.7836879432624129,9.3416149068323,-1116.7,2098.1,8645.626190476187,16.124822695035466,2.335403726708075,-633.8,401.8,12468.049603174602,15.688652482269516,0.0,1038706.4248619928,121502.32452291615,1,0,0,0,0,1596172994a.csv,ns
-1998,1099,-188140.11111111112,-214.3450704225352,2.493918304824207,-1998,1932,276490.02777777775,312.76056338028167,1.00261717322692,-1996,1993,135755.4583333333,155.11267605633802,4.5617847069244295,-1522.5,456.4,-24753.59444444444,-27.533098591549305,4.605156478028215,-2293.4,2232.2,2364.4263888888904,3.392957746478875,42.59769742176099,-1537.4,541.8,1178.2694444444442,2.523943661971831,6.907734717042323,1074660.5471303072,163486.55070541924,0,0,0,0,1,1596173025a.csv,ns
-1998,1312,-309239.9166666667,-349.68794326241135,4.274287706456174,-1998,1996,356018.25396825396,408.79432624113474,0.49519791295429344,-1996,1998,199140.4365079365,202.645390070922,5.097517033127853,-1041.1,510.7,-10022.548809523807,-11.952482269503541,9.3416149068323,-1648.6,2075.4,21758.89007936509,16.863120567375883,2.335403726708075,-763.5,671.6,16097.35277777778,20.988652482269508,0.0,1080693.4848715076,150284.25995021837,1,0,0,0,0,1596173055a.csv,ns
-1998,1190,-75908.6984126984,-101.05128205128206,-1.8362677562171157,-1733,1996,322199.3253968254,447.5982905982906,0.8546070682537275,-1996,1998,59030.66269841268,71.13675213675214,2.710071363267378,-1639.6,358.2,-19720.156349206347,-23.361538461538466,9.909255898366606,-1036.5,2246.3,13703.914285714283,15.03247863247863,2.831215970961887,-521.5,644.2,10802.17896825397,15.22820512820513,5.662431941923774,887328.2269792056,131332.35629620918,1,0,0,0,0,1596173089a.csv,ns
-1998,1414,-163399.73214285713,-182.68055555555554,-2.2491056986289073,-1998,1996,419710.998015873,469.72222222222223,1.5272229045640966,-1996,1759,124546.9503968254,138.90277777777777,4.779672826207988,-765.3,1253.9,-10612.734920634919,-10.763888888888893,9.074581718498914,-1786.3,2255.8,7298.759722222219,6.149305555555555,4.537290859249457,-1306.4,374.8,12461.042658730157,14.15486111111111,4.537290859249457,1056514.7804576983,141765.891117661,1,0,0,0,0,1596173118a.csv,ns
-1998,1398,-231356.41666666666,-264.67605633802816,4.344973983430414,-1998,1996,372127.0694444444,423.6267605633803,1.0661004784953876,-1996,1808,117028.31944444444,132.76760563380282,4.449423739121889,-1561.9,678.0,-15023.601388888892,-16.202112676056338,9.21031295605643,-1433.8,2245.6,22205.654166666664,26.61338028169015,2.3025782390141076,-1017.5,614.4,16554.53472222222,18.83873239436619,11.512891195070537,1064882.3833329384,156866.28400753863,1,0,0,0,0,1596173184a.csv,ns
-1998,1366,-169830.29365079367,-193.7762237762238,-0.9201204267087278,-1998,1996,354008.7301587301,381.16783216783216,1.8529400020656481,-1996,1998,121456.61111111108,148.37762237762237,4.00957140886894,-949.7,381.5,-11874.792460317462,-12.498601398601396,9.202059202059202,-2267.3,2105.1,19554.22142857142,25.572027972027975,4.601029601029601,-333.9,310.2,14220.396825396823,15.531468531468535,1.1502574002574002,1059524.6353330829,137277.45813945294,0,0,0,0,1,1596173216a.csv,ns
-1998,1330,-180028.07539682538,-223.8939393939394,-1.2365045126325722,-1998,1996,350799.25595238095,430.0681818181818,-0.005657437861088065,-1996,1983,110456.25595238095,137.79545454545453,4.721903960217071,-457.1,1486.4,18280.508928571428,22.665151515151525,9.918286841363766,-257.8,2182.6,22450.41706349206,27.891666666666666,4.959143420681883,-1155.1,446.6,17001.132142857143,19.8659090909091,6.198929275852354,1002182.8580943352,137594.6870221697,0,0,1,0,0,1596173240a.csv,ns
-1998,1313,-192953.1388888889,-217.85106382978722,4.398085450447511,-1998,1967,373492.9920634921,412.74468085106383,0.5275887290655259,-1996,1998,141939.2380952381,176.5177304964539,4.075864024253514,-1101.8,468.8,-16054.970634920634,-15.3404255319149,9.3416149068323,-1849.6,2288.4,11603.726587301586,22.98297872340425,2.335403726708075,-1185.1,715.4,21427.22420634921,21.784397163120556,0.0,1070607.471282458,150153.85106585186,0,0,1,0,0,1596173269a.csv,ns
-1998,1653,-187361.0992063492,-221.83211678832117,4.640759886456314,-1998,1996,370924.8809523809,456.007299270073,0.6148253479628386,-1996,1998,155091.49603174604,170.92700729927006,4.093187542110812,-2078.2,393.0,-16421.26904761905,-16.02554744525547,12.02809482001756,-583.7,2279.5,28530.372222222228,33.46496350364964,4.811237928007024,-1212.4,603.6,11246.61468253968,15.274452554744515,8.419666374012293,1065658.9869460221,146641.6954507929,1,0,0,0,0,1596173303a.csv,ns
-1998,1688,-111724.59126984126,-124.59354838709677,-3.1910607460682483,-1764,1996,429090.7896825397,450.71612903225804,-0.22512816745122516,-1996,1998,56664.317460317456,54.56774193548387,4.414613453347074,-838.9,1330.1,-4318.885714285714,-1.642580645161291,48.76080533975271,-2293.4,2175.3,3289.706746031743,-0.5012903225806491,4.2400700295437135,-1052.1,1823.2,15390.561507936507,21.96516129032258,1.0600175073859284,1147096.3851392502,148595.54511295797,0,0,0,0,1,1596173330a.csv,ns
-1998,1457,-179018.01388888888,-197.08219178082192,4.729688467643726,-1843,1996,448156.81944444444,495.32876712328766,-0.11799158674202279,-1996,1998,108937.625,121.39041095890411,3.7593600371962066,-307.0,1530.6,11526.833333333328,12.726712328767121,12.30990924699534,-1757.3,2234.5,23066.115277777775,23.873972602739727,4.476330635271033,-1296.1,538.2,18776.411111111112,19.87876712328766,5.595413294088791,1108208.3342826897,156436.08575404098,0,0,0,0,1,1596173360a.csv,ns
-1998,1221,-102341.13888888889,-132.75182481751824,3.507670661820622,-1966,1996,384461.86904761905,459.8175182481752,-0.028021487347785853,-1996,1998,125506.57142857142,162.05109489051094,3.9869619173663917,-506.5,2239.0,5465.810714285716,2.3700729927007305,10.825285338015805,-1348.5,1269.1,-6377.6896825396825,1.4116788321167888,9.622475856014049,-1044.4,1078.4,23238.688095238096,22.570802919708033,0.0,1019613.6636252913,127121.90697366405,0,0,1,0,0,1596173387a.csv,ns
-1998,1152,-217612.69444444444,-224.96153846153845,4.352469530093764,-1998,1996,457086.02777777775,472.0897435897436,0.4443874322432394,-1996,1998,112474.44444444444,117.92307692307692,5.286118558570011,-1389.0,530.9,-12123.733333333334,-11.729487179487178,9.40854810823851,-2293.4,1981.7,2182.337500000001,3.267307692307685,5.226971171243616,-950.8,914.3,16936.32083333333,17.625000000000007,0.0,1144917.6889493896,147016.11486974717,0,0,1,0,0,1596173414a.csv,ns
-1998,1508,-70351.46825396824,-71.91724137931034,-0.9410698641036208,-893,1996,394503.73412698414,440.17241379310343,0.5596832650603772,-1996,1998,75547.92063492064,73.77241379310345,3.7012529420848517,-430.3,1365.3,3566.0253968253974,7.36827586206897,12.480438184663535,-845.6,1573.7,18722.01428571429,17.68275862068965,4.538341158059468,-610.9,516.7,5752.909523809523,7.691724137931033,4.538341158059468,1052283.143213056,125001.98405280567,1,0,0,0,0,1596173440a.csv,ns
-1998,1787,-201828.56349206355,-214.03546099290782,3.905960598755809,-1998,1996,385230.67063492065,435.72340425531917,0.8953279502250152,-1996,1998,98102.56746031746,101.95035460992908,4.07831638491195,-885.1,526.8,-5733.634126984126,-10.1645390070922,9.3416149068323,-1959.5,2293.4,14992.756746031744,19.119148936170223,4.67080745341615,-1239.4,556.0,17155.800793650793,14.91560283687943,19.850931677018636,1073913.6457446357,168733.92016168052,0,0,0,1,0,1596173466a.csv,ns
-1998,1316,-146244.35912698414,-170.7357142857143,4.150633376696872,-1998,1996,425891.90873015876,491.39285714285717,0.6640104491845774,-1996,1998,203989.85317460314,236.39285714285714,4.606811058291187,-1147.4,487.4,-14019.785515873016,-16.544285714285714,4.669701972949083,-2167.4,2293.4,2848.391071428576,4.827142857142855,32.68791381064358,-1586.2,487.0,14414.814880952383,17.331428571428567,5.837127466186354,1061201.9096570176,131128.81662377864,1,0,0,0,0,1596173552a.csv,ns
-1998,1495,-204695.13888888888,-231.41549295774647,-2.2875941307214194,-1944,1996,390999.19444444444,444.11267605633805,0.7803031999303883,-1996,1998,166646.47222222222,186.96478873239437,5.474692169780518,-791.6,1548.0,2821.7902777777786,2.0521126760563404,48.35414301929626,-2293.4,1368.3,7384.409722222217,7.505633802816898,79.43894924598672,-1030.4,500.5,11284.96111111111,13.528169014084511,8.059023836549377,1109341.0565888954,157185.84956447518,1,0,0,0,0,1596173576a.csv,ns
-1051,1656,-9033.043650793654,-34.10958904109589,2.092988564170799,-1543,1996,292799.4642857143,667.0410958904109,1.1715777497547704,-1996,1240,-41457.892857142855,-109.06849315068493,1.9885160827141448,-330.1,413.6,-598.3944444444453,2.682191780821918,4.634920634920635,-1575.9,592.9,-682.2408730158768,0.46575342465753305,4.634920634920635,-392.0,370.0,6975.468650793649,12.320547945205474,18.53968253968254,523171.7228728479,95627.86253141264,1,0,0,0,0,1596173619a.csv,ns
-1998,1943,-128972.70833333333,-148.5281690140845,3.841276782799243,-1998,1594,357333.6111111111,403.69718309859155,0.4462367970424307,-1996,1998,120891.05555555556,139.71830985915494,3.178369780163174,-323.8,1846.5,12785.290277777774,13.790845070422533,10.361602075563484,-1080.6,2273.3,15678.211111111108,17.22957746478873,2.3025782390141076,-505.8,1148.2,22715.341666666664,24.964788732394364,0.0,1062415.524107071,137047.7590863982,0,0,0,0,1,1596173651a.csv,ns
-1998,1190,-152510.8333333333,-198.33333333333334,3.436965125359051,-1998,1980,393271.84920634923,485.4341085271318,2.589902422490124,-1996,1998,-100059.24603174602,-96.47286821705427,3.0626127175387197,-1446.1,591.0,-11727.965476190475,-16.399999999999995,5.119047619047618,-1478.3,2270.8,23792.699603174606,38.55348837209302,5.119047619047618,-899.0,434.4,14701.125,14.290697674418611,80.62499999999999,962637.6298546423,148712.75628534268,0,0,1,0,0,1596173721a.csv,ns
-1998,1255,-131192.61111111112,-137.2207792207792,3.397470294822571,-1998,1996,394724.11111111107,411.23376623376623,1.4305519798015325,-1996,1998,3300.166666666657,3.0454545454545454,3.671358073942938,-816.5,829.9,-2384.4083333333356,-2.791558441558444,11.657674521030609,-2262.5,2211.0,211.824999999998,-1.1064935064935024,5.298942964104823,-1527.2,1299.1,23296.122222222224,24.776623376623363,0.0,1145176.8971887755,154417.43741802493,1,0,0,0,0,1596173750a.csv,ns
-1998,1058,-176524.9702380952,-197.27777777777777,3.624088538236355,-1998,1996,371593.96031746035,413.125,-0.054686665018968926,-1996,1973,103038.22222222219,115.8125,3.49279043743107,-1132.3,1756.3,11446.933928571425,11.377777777777784,9.074581718498914,-1698.3,2263.9,14742.44226190476,17.31597222222223,4.537290859249457,-997.5,427.2,13222.520238095241,14.671527777777776,5.671613574061821,1068429.2424870767,137857.5914283628,1,0,0,0,0,1596173786a.csv,ns
-1998,1085,-180773.00793650793,-210.66666666666666,4.286662874306581,-1968,1996,397220.5198412699,454.4822695035461,0.09152910149378324,-1996,1998,116283.84126984126,137.77304964539007,4.028818987987455,-387.1,1412.6,2964.4452380952307,6.224113475177309,14.01242236024845,-1855.5,2292.8,27883.721031746034,23.647517730496457,2.335403726708075,-736.1,491.0,8927.434523809523,13.969503546099295,0.0,1072035.2716716104,140031.6540746388,0,0,1,0,0,1596173814a.csv,ns
-1998,1246,-140628.59722222222,-161.8695652173913,3.752208346884618,-1998,1915,376517.5138888889,440.42753623188406,0.06451505916761385,-1996,1998,149254.90277777775,172.92753623188406,4.412435636023669,-956.1,235.1,-17135.976388888892,-20.20942028985507,7.112424409015944,-2266.8,2281.8,6283.616666666669,8.291304347826086,4.7416162726772955,-1017.5,959.6,17673.102777777774,20.194202898550724,0.0,1057531.0018130818,146491.6795083737,0,0,0,1,0,1596173889a.csv,ns
-1998,1084,-181746.06150793645,-230.265625,2.6877223478871497,-946,1996,326356.89087301586,410.3671875,1.4757908955500934,-1996,1987,51975.80952380953,67.578125,3.2633303133622653,-318.6,1383.8,11278.286507936506,14.552343750000004,10.235496381592098,-993.0,1849.0,15098.049007936506,19.98281250000001,2.5588740953980245,-611.3,1189.8,20319.7373015873,26.485156250000006,0.0,971430.7597383559,145769.11625605027,0,0,1,0,0,1596173929a.csv,ns
-1998,974,-215935.39285714284,-231.2517006802721,4.285245262485667,-605,1960,393836.2301587302,428.23809523809524,0.46528828600624583,-1996,1998,107123.83333333333,129.25850340136054,3.6801986068372385,-414.8,1731.5,14086.10873015873,12.583673469387747,12.299196787148595,-794.1,2266.0,34719.44603174603,30.81156462585034,2.236217597663381,-1067.6,1422.1,24024.216666666664,22.41904761904762,14.535414384811975,1073876.8472385786,142968.81830724172,1,0,0,0,0,1596173958a.csv,ns
-1998,1767,-181684.9920634921,-182.98561151079136,4.218938287849408,-1017,1996,400299.9682539682,434.58273381294964,0.23694896025067316,-1996,1998,167024.3373015873,190.62589928057554,3.8256427018453234,-347.9,597.0,-3259.8515873015845,-5.020143884892084,9.485464719530505,-410.2,2142.2,26811.013095238093,25.241007194244613,7.114098539647879,-1119.7,432.6,16851.405158730162,15.689928057553958,4.742732359765252,1060556.8423732908,143170.6747517254,1,0,0,0,0,1596173998a.csv,ns
-1998,1124,-200040.11904761905,-219.54054054054055,3.4808490375942416,-1998,1996,385223.1051587301,417.8581081081081,0.3426559770291011,-1996,1990,157651.7916666667,175.24324324324326,4.16512480492962,-444.3,1577.8,10017.479960317458,10.256081081081085,14.339588892035716,-741.5,1925.4,7903.97043650794,9.135135135135137,61.77053676569231,-563.6,579.8,9283.709325396821,10.120270270270275,11.030452993873627,1149728.4402923998,145772.78403483372,1,0,0,0,0,1596174102a.csv,ns
-1998,1229,-129196.46428571428,-141.3404255319149,3.569633750037357,-1998,1941,322167.7817460318,388.36170212765956,-0.8196697566522566,-1996,1998,199207.6666666667,211.17021276595744,4.093050141391902,-1292.2,292.4,-14767.202380952382,-13.445390070921988,8.173913043478262,-1268.8,2030.4,5015.485714285714,1.9822695035460964,4.67080745341615,-892.5,1032.7,22184.341666666664,27.629787234042553,0.0,1065103.235060938,139825.85044638763,0,0,0,1,0,1596174131a.csv,ns
-1998,1245,-164504.9384920635,-224.75,3.054756613733801,-1775,1996,424014.8849206349,571.5,2.4151736015786054,-1996,1998,-46881.126984126975,-57.858333333333334,4.023779963535973,-1574.0,317.3,-14624.810515873014,-18.575833333333335,9.568069983597592,-1097.1,2293.4,17963.735119047622,22.98333333333333,5.4674685620557675,-1176.8,629.3,10530.863293650793,14.315,65.60962274466921,919825.5708673804,136473.34725416132,0,0,0,1,0,1596174179a.csv,ns
-1998,1253,-160515.63888888888,-200.65116279069767,4.188661967807276,-1998,1996,406324.2936507936,490.13953488372096,-0.281730735963158,-1996,1998,90177.01587301586,127.47286821705427,3.989460900095483,-990.9,451.7,-10242.313492063491,-11.88759689922481,8.95833333333333,-2286.4,2293.4,11808.430952380957,29.911627906976744,6.398809523809522,-1418.1,849.5,20930.715079365076,21.15891472868217,60.14880952380951,1009400.436202485,151228.01577499084,1,0,0,0,0,1596174206a.csv,ns
-1998,903,-263854.85317460314,-286.49668874172187,4.177469376934622,-1998,1996,418139.6349206349,440.4503311258278,2.0308651680071086,-1996,1998,45700.28571428572,52.271523178807946,4.500179857966511,-1675.6,361.2,-7539.722619047618,-6.472185430463576,8.70166541808333,-632.0,2252.8,29508.74484126984,24.86821192052979,2.1754163545208325,-678.0,639.3,11243.512301587303,12.677483443708612,5.438540886302081,1128439.1924062015,146060.35896855904,0,0,0,0,1,1596174235a.csv,ns
-1998,1772,-157636.34325396825,-171.59459459459458,3.551953675459188,-1998,1991,428183.1488095238,466.77027027027026,-1.9717523317664716,-1996,1998,212423.65079365077,232.84459459459458,4.338972291970665,-706.6,2138.9,4300.721230158731,5.9635135135135195,46.32790257426923,-2142.7,1508.2,-11827.389484126981,-11.891216216216215,78.31621625650276,-1015.4,576.2,17817.522023809524,19.907432432432433,0.0,1094180.438319261,136859.86952292133,0,0,0,1,0,1596174274a.csv,ns
-1998,1403,-226213.4861111111,-231.79113924050634,5.247387998660459,-1789,1996,522269.09722222225,532.120253164557,0.7376271330410615,-1996,1977,87322.22222222222,92.15189873417721,4.356211550011608,-353.7,2066.4,19675.527777777777,20.962025316455694,11.356804934786586,-976.0,1836.4,22946.16388888889,22.72531645569621,2.064873624506652,-361.5,791.0,24468.802777777775,24.904430379746834,0.0,1192383.6462438547,164528.64150578264,1,0,0,0,0,1596174305a.csv,ns
-1998,1071,-235540.0119047619,-266.94557823129253,3.860343710717895,-1953,1996,359254.6349206349,391.6258503401361,1.3625041732557477,-1996,1998,159348.8968253968,163.47619047619048,4.919504871924525,-1037.1,284.6,-19825.980555555554,-18.324489795918367,8.954678362573098,-2293.4,2264.0,21227.55793650794,13.153061224489795,4.477339181286549,-925.8,452.2,8174.281349206351,13.076870748299317,51.48940058479531,1100733.1888233712,149233.90172320127,0,0,0,0,1,1596174339a.csv,ns
-1998,1391,-92793.87698412698,-92.29251700680273,3.9872007489480157,-1998,1996,373656.78571428574,415.53061224489795,-1.2577818088608237,-1996,1998,222643.25,228.12244897959184,4.09887347460723,-816.4,208.6,-12431.630158730157,-15.358503401360545,4.472435195326762,-2293.4,2270.1,9094.724206349209,7.410884353741505,4.472435195326762,-247.4,698.8,7030.540873015872,7.825850340136058,2.236217597663381,1122687.0344800772,159020.11489437844,0,0,1,0,0,1596174366a.csv,ns
-1998,1998,-269095.3373015873,-300.6595744680851,2.4875336473373535,-1998,1996,308775.1865079365,355.78014184397165,1.057757860564306,-1996,1998,125214.87301587299,141.24822695035462,4.523436627294024,-509.1,936.3,1672.4535714285719,1.1716312056737537,12.844720496894412,-1154.9,2002.4,2462.0015873015873,0.4297872340425499,2.335403726708075,-794.7,507.5,6185.068650793648,6.7865248226950285,5.838509316770187,1074703.5851670715,128422.51052666442,1,0,0,0,0,1596174413a.csv,ns
-1998,1017,-201946.56944444444,-205.63291139240508,3.0268553155493256,-1998,1996,368051.99206349207,376.0,2.2101150600558164,-1996,1961,78812.42857142858,82.81645569620254,4.55083794214762,-577.8,512.6,-11384.288095238095,-11.622151898734174,4.125541803749543,-2293.4,2207.8,9126.828373015876,7.229113924050633,50.5378870959319,-489.7,668.3,13359.899206349206,12.901265822784817,15.470781764060785,1154736.7413568825,154893.25990968378,0,0,1,0,0,1596174453a.csv,ns
-1998,1173,-316294.52777777775,-342.1533333333333,3.5688150062556487,-1998,1949,370368.65277777775,396.04,1.3867754919554747,-1996,1998,136556.12499999997,148.30666666666667,4.715466908416091,-528.5,1456.0,5118.273611111109,5.593999999999997,9.797660173600022,-663.8,1725.2,15021.298611111115,15.815333333333331,5.443144540888901,-819.4,653.6,18332.443055555555,20.170666666666666,0.0,1095267.7889618508,136954.39553774794,0,0,0,0,1,1596174486a.csv,ns
